Date,Open,High,Low,Close,Adj Close,Volume
2015-05-19,32.672501,32.720001,32.410000,32.517502,29.914474,178532800
2015-05-20,32.500000,32.744999,32.334999,32.514999,29.912178,145819600
2015-05-21,32.517502,32.907501,32.457500,32.847500,30.218060,158921600
2015-05-22,32.900002,33.242500,32.849998,33.134998,30.482548,182384000
2015-05-26,33.150002,33.227501,32.279999,32.404999,29.810978,282790400
2015-05-27,32.584999,33.064999,32.512501,33.009998,30.367556,183332800
2015-05-28,32.965000,32.987499,32.775002,32.945000,30.307751,122933200
2015-05-29,32.807499,32.862499,32.474998,32.570000,29.962772,203538000
2015-06-01,32.570000,32.847500,32.512501,32.634998,30.022570,128451200
2015-06-02,32.465000,32.665001,32.330002,32.490002,29.889174,134670400
2015-06-03,32.665001,32.735001,32.474998,32.529999,29.925976,123934000
2015-06-04,32.395000,32.645000,32.227501,32.340000,29.751183,153800400
2015-06-05,32.375000,32.422501,32.090000,32.162498,29.587891,142507200
2015-06-08,32.224998,32.302502,31.707500,31.950001,29.392403,210699200
2015-06-09,31.674999,32.020000,31.405001,31.855000,29.305008,224301600
2015-06-10,31.980000,32.334999,31.962500,32.220001,29.640785,156349200
2015-06-11,32.294998,32.544998,32.119999,32.147499,29.574097,141563600
2015-06-12,32.047501,32.082500,31.777500,31.792500,29.247511,147544800
2015-06-15,31.525000,31.809999,31.427500,31.730000,29.190016,175955600
2015-06-16,31.757500,31.962500,31.592501,31.900000,29.346405,125976400
2015-06-17,31.930000,31.969999,31.684999,31.825001,29.277409,131672400
2015-06-18,31.807501,32.077499,31.805000,31.969999,29.410799,141628800
2015-06-19,31.927500,31.955000,31.600000,31.650000,29.116421,218867600
2015-06-22,31.872499,32.014999,31.770000,31.902500,29.348705,136157200
2015-06-23,31.870001,31.902500,31.719999,31.757500,29.215311,121075600
2015-06-24,31.802500,32.450001,31.780001,32.027500,29.463705,221123600
2015-06-25,32.215000,32.299999,31.875000,31.875000,29.323410,127752400
2015-06-26,31.917500,31.997499,31.627501,31.687500,29.150913,176267200
2015-06-29,31.365000,31.617500,31.120001,31.132500,28.640343,196645600
2015-06-30,31.392500,31.530001,31.215000,31.357500,28.847332,177482800
2015-07-01,31.725000,31.735001,31.497499,31.650000,29.116421,120955200
2015-07-02,31.607500,31.672501,31.442499,31.610001,29.079618,108844000
2015-07-06,31.235001,31.557501,31.212500,31.500000,28.978426,112241600
2015-07-07,31.472500,31.537500,30.942499,31.422501,28.907131,187787200
2015-07-08,31.120001,31.160000,30.635000,30.642500,28.189571,243046400
2015-07-09,30.962500,31.014999,29.805000,30.017500,27.614601,314380000
2015-07-10,30.485001,30.962500,30.302500,30.820000,28.352858,245418000
2015-07-13,31.257500,31.440001,31.080000,31.415001,28.900230,165762000
2015-07-14,31.510000,31.592501,31.260000,31.402500,28.888727,127072400
2015-07-15,31.430000,31.787500,31.395000,31.705000,29.167015,134596800
2015-07-16,31.934999,32.142502,31.837500,32.127499,29.555696,144889600
2015-07-17,32.270000,32.404999,32.077499,32.404999,29.810978,184658800
2015-07-20,32.742500,33.242500,32.674999,33.017502,30.374456,235600800
2015-07-21,33.212502,33.230000,32.580002,32.687500,30.070866,307025600
2015-07-22,30.497499,31.375000,30.497499,31.305000,28.799036,461802400
2015-07-23,31.549999,31.772499,31.264999,31.290001,28.785233,203998000
2015-07-24,31.330000,31.434999,30.975000,31.125000,28.633448,168649200
2015-07-27,30.772499,30.902500,30.530001,30.692499,28.235563,177822000
2015-07-28,30.844999,30.977501,30.637501,30.844999,28.375858,134472400
2015-07-29,30.787500,30.875000,30.567499,30.747499,28.286160,148046800
2015-07-30,30.580000,30.642500,30.427500,30.592501,28.143576,134513200
2015-07-31,30.650000,30.660000,30.227501,30.325001,27.897482,171540000
2015-08-03,30.375000,30.642500,29.379999,29.610001,27.239719,279904000
2015-08-04,29.355000,29.424999,28.312500,28.660000,26.365770,496554400
2015-08-05,28.237499,29.360001,28.025000,28.850000,26.540558,397250400
2015-08-06,28.992500,29.125000,28.530001,28.782499,26.598314,211612000
2015-08-07,28.645000,29.062500,28.625000,28.879999,26.688414,154681600
2015-08-10,29.132500,29.997499,29.132500,29.930000,27.658735,219806400
2015-08-11,29.452499,29.545000,28.332500,28.372499,26.219431,388331200
2015-08-12,28.132500,28.855000,27.407499,28.809999,26.623724,404870000
2015-08-13,29.010000,29.100000,28.635000,28.787500,26.602936,194143200
2015-08-14,28.580000,29.077499,28.502501,28.990000,26.790066,171718000
2015-08-17,29.010000,29.412500,28.875000,29.290001,27.067303,163538800
2015-08-18,29.107500,29.360001,29.002501,29.125000,26.914825,138242800
2015-08-19,29.025000,29.129999,28.670000,28.752501,26.570595,193146000
2015-08-20,28.520000,28.587500,27.907499,28.162500,26.025364,274006400
2015-08-21,27.607500,27.975000,26.412500,26.440001,24.433575,513102000
2015-08-24,23.717501,27.200001,23.000000,25.780001,23.823662,648825200
2015-08-25,27.777500,27.777500,25.875000,25.934999,23.966902,414406400
2015-08-26,26.772499,27.472500,26.262501,27.422501,25.341518,387098400
2015-08-27,28.057501,28.309999,27.504999,28.230000,26.087746,338464400
2015-08-28,28.042500,28.327499,27.885000,28.322500,26.173218,212657600
2015-08-31,28.007500,28.632500,28.000000,28.190001,26.050777,224917200
2015-09-01,27.537500,27.969999,26.840000,26.930000,24.886393,307383600
2015-09-02,27.557501,28.084999,27.282499,28.084999,25.953745,247555200
2015-09-03,28.122499,28.195000,27.510000,27.592501,25.498621,212935600
2015-09-04,27.242500,27.612499,27.127501,27.317499,25.244492,199985200
2015-09-08,27.937500,28.139999,27.580000,28.077499,25.946814,219374400
2015-09-09,28.440001,28.504999,27.442499,27.537500,25.447792,340043200
2015-09-10,27.567499,28.320000,27.475000,28.142500,26.006878,251571200
2015-09-11,27.947500,28.552500,27.940001,28.552500,26.385771,199662000
2015-09-14,29.145000,29.222500,28.715000,28.827499,26.639898,233453600
2015-09-15,28.982500,29.132500,28.605000,29.070000,26.863998,173364800
2015-09-16,29.062500,29.135000,28.860001,29.102501,26.894033,148694000
2015-09-17,28.915001,29.122499,28.430000,28.480000,26.318771,256450400
2015-09-18,28.052500,28.575001,27.967501,28.362499,26.210186,297141200
2015-09-21,28.417500,28.842501,28.415001,28.802500,26.616798,200888000
2015-09-22,28.344999,28.545000,28.129999,28.350000,26.198639,201384800
2015-09-23,28.407499,28.680000,28.325001,28.580000,26.411180,143026800
2015-09-24,28.312500,28.875000,28.092501,28.750000,26.568277,200878000
2015-09-25,29.110001,29.172501,28.504999,28.677500,26.501280,224607600
2015-09-28,28.462500,28.642500,28.110001,28.110001,25.976849,208436000
2015-09-29,28.207500,28.377501,26.965000,27.264999,25.195972,293461600
2015-09-30,27.542500,27.885000,27.182501,27.575001,25.482449,265892000
2015-10-01,27.267500,27.405001,26.827499,27.395000,25.316107,255716400
2015-10-02,27.002501,27.752501,26.887501,27.594999,25.500929,232079200
2015-10-05,27.469999,27.842501,27.267500,27.695000,25.593342,208258800
2015-10-06,27.657499,27.934999,27.442499,27.827499,25.715784,192787200
2015-10-07,27.934999,27.942499,27.352501,27.695000,25.593342,187062400
2015-10-08,27.547501,27.547501,27.052500,27.375000,25.297623,247918400
2015-10-09,27.500000,28.070000,27.372499,28.030001,25.902922,211064400
2015-10-12,28.182501,28.187500,27.860001,27.900000,25.782785,121868800
2015-10-13,27.705000,28.112499,27.670000,27.947500,25.826679,132197200
2015-10-14,27.822500,27.879999,27.389999,27.552500,25.461657,177849600
2015-10-15,27.732500,28.025000,27.622499,27.965000,25.842854,150694000
2015-10-16,27.945000,28.000000,27.632500,27.760000,25.653408,156930400
2015-10-19,27.700001,27.937500,27.527500,27.932501,25.812820,119036800
2015-10-20,27.834999,28.542500,27.705000,28.442499,26.284117,195871200
2015-10-21,28.500000,28.895000,28.424999,28.440001,26.281809,167180800
2015-10-22,28.582500,28.875000,28.525000,28.875000,26.683798,166616400
2015-10-23,29.174999,29.807501,29.082500,29.770000,27.510878,237467600
2015-10-26,29.520000,29.532499,28.730000,28.820000,26.632969,265335200
2015-10-27,28.850000,29.135000,28.497499,28.637501,26.464319,279537600
2015-10-28,29.232500,29.825001,29.014999,29.817499,27.554773,342205600
2015-10-29,29.674999,30.172501,29.567499,30.132500,27.845867,204909200
2015-10-30,30.247499,30.305000,29.862499,29.875000,27.607912,197461200
2015-11-02,30.200001,30.340000,29.902500,30.295000,27.996040,128813200
2015-11-03,30.197500,30.872499,30.174999,30.642500,28.317165,182076000
2015-11-04,30.782499,30.955000,30.405001,30.500000,28.185480,179544400
2015-11-05,30.462500,30.672501,30.045000,30.230000,28.055548,158210800
2015-11-06,30.277500,30.452499,30.155001,30.264999,28.088028,132169200
2015-11-09,30.240000,30.452499,30.012501,30.142500,27.974346,135485600
2015-11-10,29.225000,29.517500,29.014999,29.192499,27.092672,236511600
2015-11-11,29.092501,29.355000,28.802500,29.027500,26.939545,180872000
2015-11-12,29.065001,29.205000,28.912500,28.930000,26.849056,130102400
2015-11-13,28.799999,28.892500,28.067499,28.084999,26.064838,183249600
2015-11-16,27.844999,28.559999,27.750000,28.545000,26.491756,152426800
2015-11-17,28.730000,28.762501,28.330000,28.422501,26.378065,110467600
2015-11-18,28.940001,29.372499,28.875000,29.322500,27.213324,186698800
2015-11-19,29.410000,29.937500,29.190001,29.695000,27.559031,173183200
2015-11-20,29.799999,29.980000,29.712500,29.825001,27.679680,137148400
2015-11-23,29.817499,29.932501,29.334999,29.437500,27.320057,129930000
2015-11-24,29.332500,29.837500,29.280001,29.719999,27.582235,171212800
2015-11-25,29.802500,29.807501,29.480000,29.507500,27.385017,85553200
2015-11-27,29.572500,29.602501,29.400000,29.452499,27.333977,52185600
2015-11-30,29.497499,29.852501,29.437500,29.575001,27.447666,156721200
2015-12-01,29.687500,29.702499,29.215000,29.334999,27.224922,139409600
2015-12-02,29.334999,29.527500,29.020000,29.070000,26.978989,133546400
2015-12-03,29.137501,29.197500,28.555000,28.799999,26.728411,166278000
2015-12-04,28.822500,29.812500,28.777500,29.757500,27.617037,231108000
2015-12-07,29.745001,29.965000,29.452499,29.570000,27.443026,128336800
2015-12-08,29.379999,29.650000,29.215000,29.557501,27.431423,137238000
2015-12-09,29.410000,29.422501,28.770000,28.905001,26.825855,185445600
2015-12-10,29.010000,29.235001,28.877501,29.042500,26.953466,116850800
2015-12-11,28.797501,28.847500,28.212500,28.295000,26.259735,187544800
2015-12-14,28.045000,28.170000,27.447500,28.120001,26.097322,257274800
2015-12-15,27.985001,28.200001,27.587500,27.622499,25.635612,213292400
2015-12-16,27.767500,27.997499,27.200001,27.834999,25.832823,224954000
2015-12-17,28.004999,28.062500,27.245001,27.245001,25.285263,179091200
2015-12-18,27.227501,27.379999,26.452499,26.507500,24.600809,385813200
2015-12-21,26.820000,26.842501,26.392500,26.832500,24.902431,190362400
2015-12-22,26.850000,26.930000,26.612499,26.807501,24.879232,131157600
2015-12-23,26.817499,27.212500,26.799999,27.152500,25.199411,130629600
2015-12-24,27.250000,27.250000,26.987499,27.007500,25.064844,54281600
2015-12-28,26.897499,26.922501,26.545000,26.705000,24.784105,106816800
2015-12-29,26.740000,27.357500,26.715000,27.184999,25.229576,123724800
2015-12-30,27.145000,27.174999,26.795000,26.830000,24.900110,100855200
2015-12-31,26.752501,26.757500,26.205000,26.315001,24.422157,163649200
2016-01-04,25.652500,26.342501,25.500000,26.337500,24.443037,270597600
2016-01-05,26.437500,26.462500,25.602501,25.677500,23.830513,223164000
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.364161,273829600
2016-01-07,24.670000,25.032499,24.107500,24.112499,22.378082,324377600
2016-01-08,24.637501,24.777500,24.190001,24.240000,22.496408,283192000
2016-01-11,24.742500,24.764999,24.334999,24.632500,22.860676,198957600
2016-01-12,25.137501,25.172501,24.709999,24.990000,23.192465,196616800
2016-01-13,25.080000,25.297501,24.325001,24.347500,22.596178,249758400
2016-01-14,24.490000,25.120001,23.934999,24.879999,23.090370,252680400
2016-01-15,24.049999,24.427500,23.840000,24.282499,22.535858,319335600
2016-01-19,24.602501,24.662500,23.875000,24.165001,22.426809,212350800
2016-01-20,23.775000,24.547501,23.355000,24.197500,22.456970,289337600
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.343281,208646000
2016-01-22,24.657499,25.365000,24.592501,25.355000,23.531210,263202000
2016-01-25,25.379999,25.382500,24.802500,24.860001,23.071817,207178000
2016-01-26,24.982500,25.219999,24.517500,24.997499,23.199427,300308000
2016-01-27,24.010000,24.157499,23.334999,23.355000,21.675074,533478800
2016-01-28,23.447500,23.629999,23.097500,23.522499,21.830519,222715200
2016-01-29,23.697500,24.334999,23.587500,24.334999,22.584578,257666000
2016-02-01,24.117500,24.177500,23.850000,24.107500,22.373442,163774000
2016-02-02,23.855000,24.010000,23.570000,23.620001,21.921011,149428800
2016-02-03,23.750000,24.209999,23.520000,24.087500,22.354887,183857200
2016-02-04,23.965000,24.332500,23.797501,24.150000,22.534504,185886800
2016-02-05,24.129999,24.230000,23.422501,23.504999,21.932650,185672400
2016-02-08,23.282499,23.924999,23.260000,23.752501,22.163597,216085600
2016-02-09,23.572500,23.985001,23.482500,23.747499,22.158932,177324800
2016-02-10,23.980000,24.087500,23.525000,23.567499,21.990967,169374400
2016-02-11,23.447500,23.680000,23.147499,23.424999,21.858000,200298800
2016-02-12,23.547501,23.625000,23.252501,23.497499,21.925650,161405600
2016-02-16,23.754999,24.212500,23.652500,24.160000,22.543837,196231600
2016-02-17,24.167500,24.552500,24.037500,24.530001,22.889088,179452800
2016-02-18,24.709999,24.722500,24.022499,24.065001,22.455187,156084000
2016-02-19,24.000000,24.190001,23.950001,24.010000,22.403870,141496800
2016-02-22,24.077499,24.225000,23.980000,24.219999,22.599817,137123200
2016-02-23,24.100000,24.125000,23.637501,23.672501,22.088942,127770400
2016-02-24,23.495001,24.094999,23.330000,24.025000,22.417862,145022800
2016-02-25,24.012501,24.190001,23.812500,24.190001,22.571829,110330800
2016-02-26,24.299999,24.504999,24.145000,24.227501,22.606819,115964400
2016-02-29,24.215000,24.557501,24.162500,24.172501,22.555504,140865200
2016-03-01,24.412500,25.192499,24.355000,25.132500,23.451281,201628400
2016-03-02,25.127501,25.222500,24.910000,25.187500,23.502602,132678400
2016-03-03,25.145000,25.427500,25.112499,25.375000,23.677561,147822800
2016-03-04,25.592501,25.937500,25.342501,25.752501,24.029806,184220400
2016-03-07,25.597500,25.707500,25.240000,25.467501,23.763876,143315600
2016-03-08,25.195000,25.440001,25.100000,25.257500,23.567921,126247600
2016-03-09,25.327499,25.395000,25.067499,25.280001,23.588915,108806800
2016-03-10,25.352501,25.559999,25.037500,25.292500,23.600578,134054400
2016-03-11,25.559999,25.570000,25.375000,25.565001,23.854849,109632800
2016-03-14,25.477501,25.727501,25.445000,25.629999,23.915501,100304400
2016-03-15,25.990000,26.295000,25.962500,26.145000,24.396051,160270800
2016-03-16,26.152500,26.577499,26.147499,26.492500,24.720304,153214000
2016-03-17,26.379999,26.617500,26.240000,26.450001,24.680645,137682800
2016-03-18,26.584999,26.625000,26.297501,26.480000,24.708641,176820800
2016-03-21,26.482500,26.912500,26.285000,26.477501,24.706308,142010800
2016-03-22,26.312500,26.822500,26.302500,26.680000,24.895262,129777600
2016-03-23,26.620001,26.767500,26.475000,26.532499,24.757627,102814000
2016-03-24,26.367500,26.562500,26.222500,26.417500,24.650322,104532000
2016-03-28,26.500000,26.547501,26.264999,26.297501,24.538349,77645600
2016-03-29,26.222500,26.947500,26.219999,26.920000,25.119209,124760400
2016-03-30,27.162500,27.605000,27.150000,27.389999,25.557766,182404400
2016-03-31,27.430000,27.475000,27.219999,27.247499,25.424799,103553600
2016-04-01,27.195000,27.500000,27.049999,27.497499,25.658073,103496000
2016-04-04,27.605000,28.047501,27.567499,27.780001,25.921675,149424800
2016-04-05,27.377501,27.682501,27.355000,27.452499,25.616087,106314800
2016-04-06,27.557501,27.745001,27.299999,27.740000,25.884350,105616400
2016-04-07,27.487499,27.605000,27.030001,27.135000,25.319826,127207600
2016-04-08,27.227501,27.442499,27.042500,27.165001,25.347818,94326800
2016-04-11,27.242500,27.652500,27.207500,27.254999,25.431795,117630000
2016-04-12,27.334999,27.625000,27.165001,27.610001,25.763046,108929200
2016-04-13,27.700001,28.084999,27.700001,28.010000,26.136292,133029200
2016-04-14,27.905001,28.097500,27.832500,28.025000,26.150288,101895600
2016-04-15,28.027500,28.075001,27.432501,27.462500,25.625418,187756000
2016-04-18,27.222500,27.237499,26.735001,26.870001,25.072552,243286000
2016-04-19,26.969999,27.000000,26.557501,26.727501,24.939585,129539600
2016-04-20,26.660000,27.022499,26.514999,26.782499,24.990908,122444000
2016-04-21,26.732500,26.732500,26.379999,26.492500,24.720304,126210000
2016-04-22,26.252501,26.620001,26.155001,26.420000,24.652653,134732400
2016-04-25,26.250000,26.412500,26.127501,26.270000,24.512693,112126400
2016-04-26,25.977501,26.325001,25.977501,26.087500,24.342396,224064800
